298,32,21,5
299,32,22,5
300,32,4,4
301,32,5,3
302,32,6,4
303,32,23,5
304,33,0,3
305,33,20,5
306,33,21,4
307,33,22,4
308,33,4,4
309,33,5,3
310,33,6,3
311,33,23,3
312,34,0,5
313,34,20,5
314,34,21,5
315,34,22,5
316,34,4,4
317,34,5,3
318,34,6,4
319,34,23,5
320,35,0,3
321,35,20,5
322,35,21,4
323,35,22,4
324,35,4,4
325,35,5,3
326,35,6,3
327,35,23,3
328,36,0,5
329,36,20,5
330,36,21,5
331,36,22,5
332,36,4,4
333,36,5,3
334,36,6,4
335,36,23,5
336,37,0,3
337,37,20,5
338,37,21,4
339,37,22,4
340,37,4,4
341,37,5,3
342,37,6,3
343,37,23,3
344,38,0,5
345,38,20,5
346,38,21,5
347,38,22,5
348,38,4,4
349,38,5,3
350,38,6,4
351,38,23,5
352,39,0,3
353,39,20,5
354,39,21,4
355,39,22,4
356,39,4,4
357,39,5,3
358,39,6,3
359,39,23,3
360,40,0,5
361,40,1,5
362,40,2,5
363,40,4,5
364,40,14,4
365,40,15,3
366,40,24,4
367,40,16,5
368,40,17,3
369,40,11,5
370,40,7,4
371,40,25,4
372,40,26,4
373,40,3,3
374,40,18,3
375,41,0,3
376,41,1,5
377,41,2,5
378,41,4,5
379,41,14,5
380,41,15,4
381,41,24,3
382,41,16,4
383,41,17,5
384,41,11,3
385,41,7,5
386,41,25,4
387,41,26,4
388,41,3,4
389,41,18,3
390,42,0,3
391,42,1,3
392,42,2,5
393,42,4,5
394,42,14,5
395,42,15,5
396,42,24,4
397,42,16,3
398,42,17,4
399,42,11,5
400,42,7,3
401,42,25,5
402,42,26,4
403,42,3,4
404,42,18,4
405,43,0,3
406,43,1,3
407,43,2,3
408,43,4,5
409,43,14,5
410,43,15,5
411,43,24,5
412,43,16,4
413,43,17,3
414,43,11,4
415,43,7,5
416,43,25,3
417,43,26,5
418,43,3,4
419,43,18,4
420,44,0,4
421,44,1,3
422,44,2,3
423,44,4,3
424,44,14,5
425,44,15,5
426,44,24,5
427,44,16,5
428,44,17,4
429,44,11,3
430,44,7,4
431,44,25,5
432,44,26,3
433,44,3,5
434,44,18,4
435,45,0,4
436,45,1,4
437,45,2,3
438,45,4,3
439,45,14,3
440,45,15,5
441,45,24,5
442,45,16,5
443,45,17,5
444,45,11,4
445,45,7,3
446,45,25,4
447,45,26,5
448,45,3,3
449,45,18,5
450,46,0,4
451,46,1,4
452,46,2,4
453,46,4,3
454,46,14,3
455,46,15,3
456,46,24,5
457,46,16,5
458,46,17,5
459,46,11,5
460,46,7,4
461,46,25,3
462,46,26,4
463,46,3,5
464,46,18,3
465,47,0,5
466,47,1,4
467,47,2,4
468,47,4,4
469,47,14,3
470,47,15,3
471,47,24,3
472,47,16,5
473,47,17,5
474,47,11,5
475,47,7,5
476,47,25,4
477,47,26,3
478,47,3,4
479,47,18,5
480,48,0,3
481,48,1,5
482,48,2,4
483,48,4,4
484,48,14,4
485,48,15,3
486,48,24,3
487,48,16,3
488,48,17,5
489,48,11,5
490,48,7,5
491,48,25,5
492,48,26,4
493,48,3,3
494,48,18,4
495,49,0,5
496,49,1,3
497,49,2,5
498,49,4,4
499,49,14,4
500,49,15,4
501,49,24,3
502,49,16,3
503,49,17,3
504,49,11,5
505,49,7,5
506,49,25,5
507,49,26,5
508,49,3,4
509,49,18,3
